ITEM_ID,top_100_flag,combo_size,is_private_label
724405,false,1,false
932075,false,1,false
461013,false,1,false
67516,false,1,false
499977,false,1,false
740491,false,1,false
277019,false,1,false
806426,false,1,false
97208,false,1,false
253203,false,1,false
619213,false,1,false
707829,false,1,false
79228,false,1,false
952881,false,1,false
131948,false,1,false
762513,false,1,false
124278,false,1,false
982551,false,1,false
878282,false,1,false
568536,false,1,false
664499,false,1,false
942794,false,1,false
796164,false,1,false
328472,false,1,false
413119,false,1,false
964739,false,1,false
616716,false,1,false
184683,false,1,false
832212,false,1,false
893105,false,1,false
992620,false,1,false
609974,false,1,false
20752,false,1,false
139257,false,1,false
821827,false,1,false
935871,false,1,false
763708,false,1,false
147703,false,1,false
797766,false,1,false
558480,false,1,false
807265,false,1,false
586571,false,1,false
637894,false,1,false
610167,false,1,false
88016,false,1,false
196130,false,1,false
228625,false,1,false
299008,false,1,false
137762,false,1,false
533175,false,1,false
904289,false,1,false
940326,false,1,false
303881,false,1,false
989779,false,1,false
458494,false,1,false
298959,false,1,false
527936,false,1,false
356765,false,1,false
130172,false,1,false
799152,false,1,false
186565,false,1,false
914223,false,1,false
813391,false,1,false
402886,false,1,false
904133,false,1,false
111546,false,1,false
449655,false,1,false
135146,false,1,false
318188,false,1,false
545058,false,1,false
982293,false,1,false
330325,false,1,false
144896,false,1,false
806078,false,1,false
13976,false,1,false
354335,false,1,false
246199,false,1,false
333792,false,1,false
495880,false,1,false
361993,false,1,false
708700,false,1,false
61687,false,1,false
145437,false,1,false
499177,false,1,false
887030,false,1,false
485964,false,1,false
898733,false,1,false
304819,false,1,false
696285,false,1,false
804566,false,1,false
712589,false,1,false
919896,false,1,false
574289,false,1,false
152241,false,1,false
230383,false,1,false
668484,false,1,false
102422,false,1,false
154276,false,1,false
209803,false,1,false
645237,false,1,false
790043,false,1,false
192633,false,1,false
269121,false,1,false
253045,false,1,false
673014,false,1,false
710035,false,1,false
891881,false,1,false
650473,false,1,false
477768,false,1,false
513343,false,1,false
427329,false,1,false
62062,false,1,false
302194,false,1,false
460250,false,1,false
739791,false,1,false
749491,false,1,false
13972,false,1,false
913235,false,1,false
838322,false,1,false
578975,false,1,false
794833,false,1,false
385545,false,1,false
572882,false,1,false
275266,false,1,false
506174,false,1,false
553289,false,1,false
511348,false,1,false
316239,false,1,false
732578,false,1,false
625800,false,1,false
911960,false,1,false
654874,false,1,false
219866,false,1,false
264349,false,1,false
361102,false,1,false
592196,false,1,false
910168,false,1,false
835002,false,1,false
780260,false,1,false
657714,false,1,false
878746,false,1,false
33380,false,1,false
572367,false,1,false
755346,false,1,false
298929,false,1,false
33376,false,1,false
584309,false,1,false
538122,false,1,false
438652,false,1,false
54069,false,1,false
210227,false,1,false
269502,false,1,false
315688,false,1,false
100407,false,1,false
476093,false,1,false
155598,false,1,false
197761,false,1,false
475839,false,1,false
109403,false,1,false
601272,false,1,false
217393,false,1,false
204727,false,1,false
533079,false,1,false
706644,false,1,false
314257,false,1,false
965259,false,1,false
835484,false,1,false
875021,false,1,false
589382,false,1,false
503448,false,1,false
262842,false,1,false
415470,false,1,false
872693,false,1,false
721986,false,1,false
872986,false,1,false
528315,false,1,false
649165,false,1,false
224309,false,1,false
278704,false,1,false
87338,false,1,false
98629,false,1,false
514072,false,1,false
581883,false,1,false
989662,false,1,false
954881,false,1,false
63051,false,1,false
979915,false,1,false
475543,false,1,false
72069,false,1,false
491422,false,1,false
47244,false,1,false
494919,false,1,false
560757,false,1,false
465201,false,1,false
941704,false,1,false
318959,false,1,false
486850,false,1,false
206952,false,1,false
822340,false,1,false
901956,false,1,false
79848,false,1,false
663890,false,1,false
207287,false,1,false
262682,false,1,false
186843,false,1,false
983739,false,1,false
598722,false,1,false
79737,false,1,false
610648,false,1,false
440413,false,1,false
762831,false,1,false
616435,false,1,false
324137,false,1,false
153537,false,1,false
506682,false,1,false
636495,false,1,false
615490,false,1,false
50878,false,1,false
961283,false,1,false
326741,false,1,false
781939,false,1,false
932454,false,1,false
982941,false,1,false
742031,false,1,false
490884,false,1,false
694806,false,1,false
507014,false,1,false
810389,false,1,false
403164,false,1,false
54952,false,1,false
86877,false,1,false
752412,false,1,false
623364,false,1,false
157123,false,1,false
544989,false,1,false
505790,false,1,false
384451,false,1,false
238899,false,1,false
637404,false,1,false
904094,false,1,false
68430,false,1,false
121181,false,1,false
639968,false,1,false
539042,false,1,false
729116,false,1,false
343233,false,1,false
670363,false,1,false
655667,false,1,false
58351,false,1,false
926725,false,1,false
163216,false,1,false
267443,false,1,false
597876,false,1,false
161909,false,1,false
144563,false,1,false
957177,false,1,false
685191,false,1,false
653169,false,1,false
511616,false,1,false
268656,false,1,false
618737,false,1,false
67385,false,1,false
259249,false,1,false
985498,false,1,false
300333,false,1,false
926845,false,1,false
832477,false,1,false
977543,false,1,false
149063,false,1,false
711079,false,1,false
442277,false,1,false
880171,false,1,false
144130,false,1,false
902903,false,1,false
995831,false,1,false
476165,false,1,false
184840,false,1,false
669749,false,1,false
921736,false,1,false
801734,false,1,false
787052,false,1,false
44743,false,1,false
704911,false,1,false
273112,false,1,false
406171,false,1,false
148674,false,1,false
909677,false,1,false
269227,false,1,false
598186,false,1,false
693968,false,1,false
393434,false,1,false
16940,false,1,false
584188,false,1,false
544278,false,1,false
794337,false,1,false
227385,false,1,false
443698,false,1,false
549867,false,1,false
160299,false,1,false
667898,false,1,false
69217,false,1,false
996310,false,1,false
722386,false,1,false
176761,false,1,false
301156,false,1,false
140851,false,1,false
144976,false,1,false
527895,false,1,false
884309,false,1,false
204153,false,1,false
140131,false,1,false
354665,false,1,false
99660,false,1,false
129872,false,1,false
284999,false,1,false
590452,false,1,false
225408,false,1,false
937879,false,1,false
92137,false,1,false
816524,false,1,false
437434,false,1,false
805193,false,1,false
260518,false,1,false
637928,false,1,false
441831,false,1,false
380146,false,1,false
868924,false,1,false
490177,false,1,false
598965,false,1,false
869773,false,1,false
274074,false,1,false
525237,false,1,false
261786,false,1,false
114112,false,1,false
951169,false,1,false
627365,false,1,false
201006,false,1,false
540586,false,1,false
796334,false,1,false
388266,false,1,false
165474,false,1,false
723427,false,1,false
729096,false,1,false
290577,false,1,false
222107,false,1,false
512897,false,1,false
617212,false,1,false
864610,false,1,false
136564,false,1,false
456104,false,1,false
879162,false,1,false
591870,false,1,false
878360,false,1,false
191427,false,1,false
561366,false,1,false
925509,false,1,false
785323,false,1,false
389091,false,1,false
725090,false,1,false
14036,false,1,false
830141,false,1,false
332720,false,1,false
502597,false,1,false
534929,false,1,false
693713,false,1,false
337809,false,1,false
910400,false,1,false
799703,false,1,false
527682,false,1,false
270466,false,1,false
69543,false,1,false
601221,false,1,false
514420,false,1,false
249984,false,1,false
504490,false,1,false
787597,false,1,false
876566,false,1,false
640275,false,1,false
301446,false,1,false
693973,false,1,false
334854,false,1,false
390381,false,1,false
659029,false,1,false
564711,false,1,false
217631,false,1,false
93205,false,1,false
455125,false,1,false
663845,false,1,false
57513,false,1,false
688997,false,1,false
852000,false,1,false
699165,false,1,false
979659,false,1,false
83239,false,1,false
370316,false,1,false
807494,false,1,false
688539,false,1,false
143752,false,1,false
572739,false,1,false
146612,false,1,false
197448,false,1,false
762518,false,1,false
770107,false,1,false
255446,false,1,false
812233,false,1,false
931496,false,1,false
625627,false,1,false
657128,false,1,false
876259,false,1,false
42734,false,1,false
205397,false,1,false
13915,false,1,false
642691,false,1,false
670027,false,1,false
75920,false,1,false
33375,false,1,false
982983,false,1,false
611062,false,1,false
244424,false,1,false
951490,false,1,false
370863,false,1,false
501822,false,1,false
327492,false,1,false
566326,false,1,false
136595,false,1,false
171283,false,1,false
265734,false,1,false
420887,false,1,false
541643,false,1,false
857316,false,1,false
215213,false,1,false
66968,false,1,false
148013,false,1,false
605815,false,1,false
927554,false,1,false
544776,false,1,false
908246,false,1,false
797034,false,1,false
447070,false,1,false
142001,false,1,false
921473,false,1,false
812811,false,1,false
204598,false,1,false
209018,false,1,false
137250,false,1,false
902993,false,1,false
815345,false,1,false
890439,false,1,false
768963,false,1,false
652809,false,1,false
528470,false,1,false
194368,false,1,false
147168,false,1,false
434272,false,1,false
655080,false,1,false
727493,false,1,false
829484,false,1,false
996452,false,1,false
204515,false,1,false
339427,false,1,false
486258,false,1,false
58216,false,1,false
434132,false,1,false
940568,false,1,false
163234,false,1,false
699127,false,1,false
553951,false,1,false
714322,false,1,false
943311,false,1,false
159738,false,1,false
81817,false,1,false
660471,false,1,false
664756,false,1,false
151941,false,1,false
918027,false,1,false
735514,false,1,false
477099,false,1,false
491641,false,1,false
458538,false,1,false
13973,false,1,false
792271,false,1,false
117655,false,1,false
441906,false,1,false
436439,false,1,false
695990,false,1,false
837522,false,1,false
958084,false,1,false
638292,false,1,false
259523,false,1,false
161665,false,1,false
59926,false,1,false
62244,false,1,false
779120,false,1,false
122272,false,1,false
229790,false,1,false
212831,false,1,false
682442,false,1,false
764628,false,1,false
420466,false,1,false
153197,false,1,false
